,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),I,II,III,IV,V,"Temperature, K","Viscosity, cP",isomer_smiles#1,isomer_smiles#2,isomer_smiles#3,"VdWVolume, A^3#1","VdWVolume, A^3#2","VdWVolume, A^3#3",NumHeteroatoms,RingCount,InertialShapeFactor,SpherocityIndex,Metal_frac_gen,Li,C,N,O,F,Mg,Al,P,S,Cl,K,Cr,Fe,Co,Cu,Zn,Br,ind_syst
3303,Benzyltrimethylammonium chloride,glycerol,water,0.328,0.656,0.016,0,0,1,0,1,333.15,4.421247348,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,O,23.65526276,-16.00142117,2.516458948,4.048,0,0.002300226,0.656556,0,0,5.248,0.328,1.984,0,0,0,0,0,0.328,0,0,0,0,0,0,0,56
3304,Benzyltrimethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,293.15,4.259293869,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,O,23.65526276,-16.00142117,2.516458948,4.105,0,0.002343875,0.656509402,0,0,5.149,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,56
3305,Benzyltrimethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,298.15,4.013134507,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,O,23.65526276,-16.00142117,2.516458948,4.105,0,0.002343875,0.656509402,0,0,5.149,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,56
3306,Benzyltrimethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,303.15,3.869950229,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,O,23.65526276,-16.00142117,2.516458948,4.105,0,0.002343875,0.656509402,0,0,5.149,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,56
3307,Benzyltrimethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,308.15,3.713084143,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,O,23.65526276,-16.00142117,2.516458948,4.105,0,0.002343875,0.656509402,0,0,5.149,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,56
3308,Benzyltrimethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,313.15,3.616846251,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,O,23.65526276,-16.00142117,2.516458948,4.105,0,0.002343875,0.656509402,0,0,5.149,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,56
3309,Benzyltrimethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,318.15,3.46885603,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,O,23.65526276,-16.00142117,2.516458948,4.105,0,0.002343875,0.656509402,0,0,5.149,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,56
3310,Benzyltrimethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,323.15,3.392156637,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,O,23.65526276,-16.00142117,2.516458948,4.105,0,0.002343875,0.656509402,0,0,5.149,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,56
3311,Benzyltrimethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,328.15,3.349202087,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,O,23.65526276,-16.00142117,2.516458948,4.105,0,0.002343875,0.656509402,0,0,5.149,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,56
3312,Benzyltrimethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,333.15,3.288774952,C[N+](C)(C)CC1=CC=CC=C1.[Cl-],C(C(CO)O)O,O,23.65526276,-16.00142117,2.516458948,4.105,0,0.002343875,0.656509402,0,0,5.149,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,56
3313,CHOLINE CHLORIDE,glycerol,acetic acid,0.333,0.333,0.334,0,0,1,0,1,293.15,3.921775297,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,CC(=O)O,-22.68236862,-16.00142117,-0.700947448,3.333,0,0.004742987,0.491484856,0,0,3.332,0.333,2,0,0,0,0,0,0.333,0,0,0,0,0,0,0,95
3314,CHOLINE CHLORIDE,glycerol,acetic acid,0.333,0.333,0.334,0,0,1,0,1,298.15,3.67832394,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,CC(=O)O,-22.68236862,-16.00142117,-0.700947448,3.333,0,0.004742987,0.491484856,0,0,3.332,0.333,2,0,0,0,0,0,0.333,0,0,0,0,0,0,0,95
3315,CHOLINE CHLORIDE,glycerol,acetic acid,0.333,0.333,0.334,0,0,1,0,1,303.15,3.480316586,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,CC(=O)O,-22.68236862,-16.00142117,-0.700947448,3.333,0,0.004742987,0.491484856,0,0,3.332,0.333,2,0,0,0,0,0,0.333,0,0,0,0,0,0,0,95
3316,CHOLINE CHLORIDE,glycerol,acetic acid,0.333,0.333,0.334,0,0,1,0,1,308.15,3.337192052,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,CC(=O)O,-22.68236862,-16.00142117,-0.700947448,3.333,0,0.004742987,0.491484856,0,0,3.332,0.333,2,0,0,0,0,0,0.333,0,0,0,0,0,0,0,95
3317,CHOLINE CHLORIDE,glycerol,acetic acid,0.333,0.333,0.334,0,0,1,0,1,313.15,3.152308581,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,CC(=O)O,-22.68236862,-16.00142117,-0.700947448,3.333,0,0.004742987,0.491484856,0,0,3.332,0.333,2,0,0,0,0,0,0.333,0,0,0,0,0,0,0,95
3318,CHOLINE CHLORIDE,glycerol,acetic acid,0.333,0.333,0.334,0,0,1,0,1,318.15,3.004692015,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,CC(=O)O,-22.68236862,-16.00142117,-0.700947448,3.333,0,0.004742987,0.491484856,0,0,3.332,0.333,2,0,0,0,0,0,0.333,0,0,0,0,0,0,0,95
3319,CHOLINE CHLORIDE,glycerol,acetic acid,0.333,0.333,0.334,0,0,1,0,1,323.15,2.909084467,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,CC(=O)O,-22.68236862,-16.00142117,-0.700947448,3.333,0,0.004742987,0.491484856,0,0,3.332,0.333,2,0,0,0,0,0,0.333,0,0,0,0,0,0,0,95
3320,CHOLINE CHLORIDE,glycerol,acetic acid,0.333,0.333,0.334,0,0,1,0,1,328.15,2.913979772,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,CC(=O)O,-22.68236862,-16.00142117,-0.700947448,3.333,0,0.004742987,0.491484856,0,0,3.332,0.333,2,0,0,0,0,0,0.333,0,0,0,0,0,0,0,95
3321,CHOLINE CHLORIDE,glycerol,acetic acid,0.333,0.333,0.334,0,0,1,0,1,333.15,2.869034621,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,CC(=O)O,-22.68236862,-16.00142117,-0.700947448,3.333,0,0.004742987,0.491484856,0,0,3.332,0.333,2,0,0,0,0,0,0.333,0,0,0,0,0,0,0,95
3322,Methyltriphenylphosphonium bromide,LEVULINIC ACID,acetic acid,0.248,0.744,0.008,0,0,1,0,1,293.15,3.691874963,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,CC(=O)O,101.7309992,13.19763138,-0.700947448,2.008,0,0.001534792,0.508157792,0,0,8.448,0,2.248,0,0,0,0.248,0,0,0,0,0,0,0,0,0.248,243
3323,Methyltriphenylphosphonium bromide,LEVULINIC ACID,acetic acid,0.248,0.744,0.008,0,0,1,0,1,298.15,3.524888854,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,CC(=O)O,101.7309992,13.19763138,-0.700947448,2.008,0,0.001534792,0.508157792,0,0,8.448,0,2.248,0,0,0,0.248,0,0,0,0,0,0,0,0,0.248,243
3324,Methyltriphenylphosphonium bromide,LEVULINIC ACID,acetic acid,0.248,0.744,0.008,0,0,1,0,1,303.15,3.358637767,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,CC(=O)O,101.7309992,13.19763138,-0.700947448,2.008,0,0.001534792,0.508157792,0,0,8.448,0,2.248,0,0,0,0.248,0,0,0,0,0,0,0,0,0.248,243
3325,Methyltriphenylphosphonium bromide,LEVULINIC ACID,acetic acid,0.248,0.744,0.008,0,0,1,0,1,308.15,3.226050029,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,CC(=O)O,101.7309992,13.19763138,-0.700947448,2.008,0,0.001534792,0.508157792,0,0,8.448,0,2.248,0,0,0,0.248,0,0,0,0,0,0,0,0,0.248,243
3326,Methyltriphenylphosphonium bromide,LEVULINIC ACID,acetic acid,0.248,0.744,0.008,0,0,1,0,1,313.15,3.07176696,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,CC(=O)O,101.7309992,13.19763138,-0.700947448,2.008,0,0.001534792,0.508157792,0,0,8.448,0,2.248,0,0,0,0.248,0,0,0,0,0,0,0,0,0.248,243
3327,Methyltriphenylphosphonium bromide,LEVULINIC ACID,acetic acid,0.248,0.744,0.008,0,0,1,0,1,318.15,2.970414466,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,CC(=O)O,101.7309992,13.19763138,-0.700947448,2.008,0,0.001534792,0.508157792,0,0,8.448,0,2.248,0,0,0,0.248,0,0,0,0,0,0,0,0,0.248,243
3328,Methyltriphenylphosphonium bromide,LEVULINIC ACID,acetic acid,0.248,0.744,0.008,0,0,1,0,1,323.15,2.892037037,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,CC(=O)O,101.7309992,13.19763138,-0.700947448,2.008,0,0.001534792,0.508157792,0,0,8.448,0,2.248,0,0,0,0.248,0,0,0,0,0,0,0,0,0.248,243
3329,Methyltriphenylphosphonium bromide,LEVULINIC ACID,acetic acid,0.248,0.744,0.008,0,0,1,0,1,328.15,2.833801406,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,CC(=O)O,101.7309992,13.19763138,-0.700947448,2.008,0,0.001534792,0.508157792,0,0,8.448,0,2.248,0,0,0,0.248,0,0,0,0,0,0,0,0,0.248,243
3330,Methyltriphenylphosphonium bromide,LEVULINIC ACID,acetic acid,0.248,0.744,0.008,0,0,1,0,1,333.15,2.782539053,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,CC(=O)O,101.7309992,13.19763138,-0.700947448,2.008,0,0.001534792,0.508157792,0,0,8.448,0,2.248,0,0,0,0.248,0,0,0,0,0,0,0,0,0.248,243
3331,Triethylmethylammonium chloride,glycerol,water,0.328,0.656,0.016,0,0,1,0,1,293.15,5.808202548,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.392,0,0.003903907,0.595647693,0,0,4.264,0.328,1.984,0,0,0,0,0,0.328,0,0,0,0,0,0,0,323
3332,Triethylmethylammonium chloride,glycerol,water,0.328,0.656,0.016,0,0,1,0,1,298.15,5.466328685,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.392,0,0.003903907,0.595647693,0,0,4.264,0.328,1.984,0,0,0,0,0,0.328,0,0,0,0,0,0,0,323
3333,Triethylmethylammonium chloride,glycerol,water,0.328,0.656,0.016,0,0,1,0,1,303.15,5.151440171,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.392,0,0.003903907,0.595647693,0,0,4.264,0.328,1.984,0,0,0,0,0,0.328,0,0,0,0,0,0,0,323
3334,Triethylmethylammonium chloride,glycerol,water,0.328,0.656,0.016,0,0,1,0,1,308.15,4.857717188,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.392,0,0.003903907,0.595647693,0,0,4.264,0.328,1.984,0,0,0,0,0,0.328,0,0,0,0,0,0,0,323
3335,Triethylmethylammonium chloride,glycerol,water,0.328,0.656,0.016,0,0,1,0,1,313.15,4.580775029,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.392,0,0.003903907,0.595647693,0,0,4.264,0.328,1.984,0,0,0,0,0,0.328,0,0,0,0,0,0,0,323
3336,Triethylmethylammonium chloride,glycerol,water,0.328,0.656,0.016,0,0,1,0,1,318.15,4.337682821,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.392,0,0.003903907,0.595647693,0,0,4.264,0.328,1.984,0,0,0,0,0,0.328,0,0,0,0,0,0,0,323
3337,Triethylmethylammonium chloride,glycerol,water,0.328,0.656,0.016,0,0,1,0,1,323.15,4.090671157,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.392,0,0.003903907,0.595647693,0,0,4.264,0.328,1.984,0,0,0,0,0,0.328,0,0,0,0,0,0,0,323
3338,Triethylmethylammonium chloride,glycerol,water,0.328,0.656,0.016,0,0,1,0,1,328.15,3.961384435,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.392,0,0.003903907,0.595647693,0,0,4.264,0.328,1.984,0,0,0,0,0,0.328,0,0,0,0,0,0,0,323
3339,Triethylmethylammonium chloride,glycerol,water,0.328,0.656,0.016,0,0,1,0,1,333.15,3.75114978,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.392,0,0.003903907,0.595647693,0,0,4.264,0.328,1.984,0,0,0,0,0,0.328,0,0,0,0,0,0,0,323
3340,Triethylmethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,293.15,4.510639702,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.461,0,0.003978806,0.59556514,0,0,4.183,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,323
3341,Triethylmethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,298.15,4.287028906,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.461,0,0.003978806,0.59556514,0,0,4.183,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,323
3342,Triethylmethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,303.15,4.028026681,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.461,0,0.003978806,0.59556514,0,0,4.183,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,323
3343,Triethylmethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,308.15,3.815512105,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.461,0,0.003978806,0.59556514,0,0,4.183,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,323
3344,Triethylmethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,313.15,3.667911148,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.461,0,0.003978806,0.59556514,0,0,4.183,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,323
3345,Triethylmethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,318.15,3.427189962,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.461,0,0.003978806,0.59556514,0,0,4.183,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,323
3346,Triethylmethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,323.15,3.33470139,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.461,0,0.003978806,0.59556514,0,0,4.183,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,323
3347,Triethylmethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,328.15,3.286908235,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.461,0,0.003978806,0.59556514,0,0,4.183,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,323
3348,Triethylmethylammonium chloride,glycerol,water,0.322,0.643,0.035,0,0,1,0,1,333.15,3.159550359,CC[N+](C)(CC)CC.[Cl-],C(C(CO)O)O,O,-11.42331607,-16.00142117,2.516458948,3.461,0,0.003978806,0.59556514,0,0,4.183,0.322,1.964,0,0,0,0,0,0.322,0,0,0,0,0,0,0,323
3349,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.25,0.75,0,0,0,0,0,1,298.2,5.013298412,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,5.5,0.75,0.003857296,0.281708805,0,0,6.25,0.5,0.75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,248
3350,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.25,0.75,0,0,0,0,0,1,308.2,4.709530201,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,5.5,0.75,0.003857296,0.281708805,0,0,6.25,0.5,0.75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,248
3351,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.25,0.75,0,0,0,0,0,1,318.2,4.424846632,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,5.5,0.75,0.003857296,0.281708805,0,0,6.25,0.5,0.75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,248
3352,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.25,0.75,0,0,0,0,0,1,328.2,4.099332104,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,5.5,0.75,0.003857296,0.281708805,0,0,6.25,0.5,0.75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,248
3353,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.25,0.75,0,0,0,0,0,1,338.2,3.813307032,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,5.5,0.75,0.003857296,0.281708805,0,0,6.25,0.5,0.75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,248
3354,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.25,0.75,0,0,0,0,0,1,348.2,3.586292865,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,5.5,0.75,0.003857296,0.281708805,0,0,6.25,0.5,0.75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,248
3355,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.25,0.75,0,0,0,0,0,1,358.2,3.36729583,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,5.5,0.75,0.003857296,0.281708805,0,0,6.25,0.5,0.75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,248
3356,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.2,0.8,0,0,0,0,0,1,298.2,4.821087692,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,5,0.8,0.004327574,0.292761002,0,0,6.2,0.4,0.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,248
3357,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.2,0.8,0,0,0,0,0,1,308.2,4.452019006,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,5,0.8,0.004327574,0.292761002,0,0,6.2,0.4,0.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,248
3358,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.2,0.8,0,0,0,0,0,1,318.2,4.048300624,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,5,0.8,0.004327574,0.292761002,0,0,6.2,0.4,0.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,248
3359,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.2,0.8,0,0,0,0,0,1,328.2,3.703768067,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,5,0.8,0.004327574,0.292761002,0,0,6.2,0.4,0.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,248
3360,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.2,0.8,0,0,0,0,0,1,338.2,3.411147713,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,5,0.8,0.004327574,0.292761002,0,0,6.2,0.4,0.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,248
3361,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.2,0.8,0,0,0,0,0,1,348.2,3.17805383,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,5,0.8,0.004327574,0.292761002,0,0,6.2,0.4,0.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,248
3362,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.2,0.8,0,0,0,0,0,1,358.2,2.960105096,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,5,0.8,0.004327574,0.292761002,0,0,6.2,0.4,0.8,0,0,0,0,0,0.4,0,0,0,0,0,0,0,248
3363,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.167,0.833,0,0,0,0,0,1,298.2,4.333361463,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,4.67,0.833,0.004701982,0.302525539,0,0,6.167,0.334,0.833,0,0,0,0,0,0.334,0,0,0,0,0,0,0,248
3364,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.167,0.833,0,0,0,0,0,1,308.2,4.009149716,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,4.67,0.833,0.004701982,0.302525539,0,0,6.167,0.334,0.833,0,0,0,0,0,0.334,0,0,0,0,0,0,0,248
3365,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.167,0.833,0,0,0,0,0,1,318.2,3.683866912,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,4.67,0.833,0.004701982,0.302525539,0,0,6.167,0.334,0.833,0,0,0,0,0,0.334,0,0,0,0,0,0,0,248
3366,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.167,0.833,0,0,0,0,0,1,328.2,3.321432413,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,4.67,0.833,0.004701982,0.302525539,0,0,6.167,0.334,0.833,0,0,0,0,0,0.334,0,0,0,0,0,0,0,248
3367,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.167,0.833,0,0,0,0,0,1,338.2,3.063390922,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,4.67,0.833,0.004701982,0.302525539,0,0,6.167,0.334,0.833,0,0,0,0,0,0.334,0,0,0,0,0,0,0,248
3368,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.167,0.833,0,0,0,0,0,1,348.2,2.815408719,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,4.67,0.833,0.004701982,0.302525539,0,0,6.167,0.334,0.833,0,0,0,0,0,0.334,0,0,0,0,0,0,0,248
3369,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.167,0.833,0,0,0,0,0,1,358.2,2.667228207,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,4.67,0.833,0.004701982,0.302525539,0,0,6.167,0.334,0.833,0,0,0,0,0,0.334,0,0,0,0,0,0,0,248
3370,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.143,0.857,0,0,0,0,0,1,298.2,4.030694535,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,4.43,0.857,0.005013984,0.311457725,0,0,6.143,0.286,0.857,0,0,0,0,0,0.286,0,0,0,0,0,0,0,248
3371,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.143,0.857,0,0,0,0,0,1,308.2,3.730501129,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,4.43,0.857,0.005013984,0.311457725,0,0,6.143,0.286,0.857,0,0,0,0,0,0.286,0,0,0,0,0,0,0,248
3372,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.143,0.857,0,0,0,0,0,1,318.2,3.421000009,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,4.43,0.857,0.005013984,0.311457725,0,0,6.143,0.286,0.857,0,0,0,0,0,0.286,0,0,0,0,0,0,0,248
3373,"N,N,N′,N′-tetramethyl-1,3-propanediamine dihydrochloride",phenol,0,0.143,0.857,0,0,0,0,0,1,328.2,3.161246712,C[NH+](C)CCC[NH+](C)C.[Cl-].[Cl-],C1=CC=C(C=C1)O,,-35.34331607,31.03715766,0,4.43,0.857,0.005013984,0.311457725,0,0,6.143,0.286,0.857,0,0,0,0,0,0.286,0,0,0,0,0,0,0,248
