,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),I,II,III,IV,V,"Temperature, K","Density, g/cm^3",isomer_smiles#1,isomer_smiles#2,isomer_smiles#3,"VdWVolume, A^3#1","VdWVolume, A^3#2","VdWVolume, A^3#3",NumHeteroatoms,RingCount,InertialShapeFactor,SpherocityIndex,Metal_frac_gen,Li,C,N,O,F,Al,P,S,Cl,K,Fe,Cu,Zn,Br,ind_syst
3725,2-Aminoethanol hydrochloride,Ethanolamine,0,0.25,0.75,0,0,0,0,0,1,313.15,1.0898,C(CO)[NH3+].[Cl-],C(CO)N,,-30.60094745,-18.64094745,0,2.25,0,0.01376315,0.349126361,0,0,2,1,1,0,0,0,0,0.25,0,0,0,0,0,12
3726,2-Aminoethanol hydrochloride,Ethanolamine,0,0.5,0.5,0,0,0,0,0,1,313.15,1.1503,C(CO)[NH3+].[Cl-],C(CO)N,,-30.60094745,-18.64094745,0,2.5,0,0.009693216,0.323030852,0,0,2,1,1,0,0,0,0,0.5,0,0,0,0,0,12
3727,2-Aminoethanol hydrochloride,TETRAETHYLENEPENTAMINE,0,0.1,0.9,0,0,0,0,0,1,313.15,0.9971,C(CO)[NH3+].[Cl-],C(CNCCNCCNCCN)N,,-30.60094745,-44.66378979,0,4.8,0,0.002429346,0.266791717,0,0,7.4,4.6,0.1,0,0,0,0,0.1,0,0,0,0,0,13
3728,2-Aminoethanol hydrochloride,TETRAETHYLENEPENTAMINE,0,0.143,0.857,0,0,0,0,0,1,313.15,1.0081,C(CO)[NH3+].[Cl-],C(CNCCNCCNCCN)N,,-30.60094745,-44.66378979,0,4.714,0,0.002502081,0.267354291,0,0,7.142,4.428,0.143,0,0,0,0,0.143,0,0,0,0,0,13
3729,2-Aminoethanol hydrochloride,TETRAETHYLENEPENTAMINE,0,0.25,0.75,0,0,0,0,0,1,313.15,1.0281,C(CO)[NH3+].[Cl-],C(CNCCNCCNCCN)N,,-30.60094745,-44.66378979,0,4.5,0,0.00270335,0.268934405,0,0,6.5,4,0.25,0,0,0,0,0.25,0,0,0,0,0,13
3730,2-Aminoethanol hydrochloride,TETRAETHYLENEPENTAMINE,0,0.5,0.5,0,0,0,0,0,1,313.15,1.1151,C(CO)[NH3+].[Cl-],C(CNCCNCCNCCN)N,,-30.60094745,-44.66378979,0,4,0,0.003327197,0.274066456,0,0,5,3,0.5,0,0,0,0,0.5,0,0,0,0,0,13
3731,2-Aminoethanol hydrochloride,TRIETHYLENETETRAMINE,0,0.1,0.9,0,0,0,0,0,1,313.15,0.9981,C(CO)[NH3+].[Cl-],C(CNCCNCCN)N,,-30.60094745,-37.98284234,0,3.9,0,0.003351881,0.341554279,0,0,5.6,3.7,0.1,0,0,0,0,0.1,0,0,0,0,0,14
3732,2-Aminoethanol hydrochloride,TRIETHYLENETETRAMINE,0,0.143,0.857,0,0,0,0,0,1,313.15,1.0315,C(CO)[NH3+].[Cl-],C(CNCCNCCN)N,,-30.60094745,-37.98284234,0,3.857,0,0.003424968,0.340450732,0,0,5.428,3.571,0.143,0,0,0,0,0.143,0,0,0,0,0,14
3733,2-Aminoethanol hydrochloride,TRIETHYLENETETRAMINE,0,0.25,0.75,0,0,0,0,0,1,313.15,1.0639,C(CO)[NH3+].[Cl-],C(CNCCNCCN)N,,-30.60094745,-37.98284234,0,3.75,0,0.003621628,0.337500806,0,0,5,3.25,0.25,0,0,0,0,0.25,0,0,0,0,0,14
3734,2-Aminoethanol hydrochloride,TRIETHYLENETETRAMINE,0,0.5,0.5,0,0,0,0,0,1,313.15,1.0974,C(CO)[NH3+].[Cl-],C(CNCCNCCN)N,,-30.60094745,-37.98284234,0,3.5,0,0.004184288,0.329218496,0,0,4,2.5,0.5,0,0,0,0,0.5,0,0,0,0,0,14
3735,2-Aminoethanol hydrochloride,acetamide,0,0.25,0.75,0,0,0,0,0,1,313.2,1.041,C(CO)[NH3+].[Cl-],CC(=O)N,,-30.60094745,-6.680947448,0,2.25,0,0.010742428,0.427758118,0,0,2,1,1,0,0,0,0,0.25,0,0,0,0,0,15
3736,2-Aminoethanol hydrochloride,acetamide,0,0.25,0.75,0,0,0,0,0,1,323.2,1.0343,C(CO)[NH3+].[Cl-],CC(=O)N,,-30.60094745,-6.680947448,0,2.25,0,0.010742428,0.427758118,0,0,2,1,1,0,0,0,0,0.25,0,0,0,0,0,15
3737,2-Aminoethanol hydrochloride,acetamide,0,0.25,0.75,0,0,0,0,0,1,333.2,1.0276,C(CO)[NH3+].[Cl-],CC(=O)N,,-30.60094745,-6.680947448,0,2.25,0,0.010742428,0.427758118,0,0,2,1,1,0,0,0,0,0.25,0,0,0,0,0,15
3738,2-Aminoethanol hydrochloride,acetamide,0,0.25,0.75,0,0,0,0,0,1,343.2,1.0209,C(CO)[NH3+].[Cl-],CC(=O)N,,-30.60094745,-6.680947448,0,2.25,0,0.010742428,0.427758118,0,0,2,1,1,0,0,0,0,0.25,0,0,0,0,0,15
3739,2-Aminoethanol hydrochloride,acetamide,0,0.25,0.75,0,0,0,0,0,1,353.2,1.0142,C(CO)[NH3+].[Cl-],CC(=O)N,,-30.60094745,-6.680947448,0,2.25,0,0.010742428,0.427758118,0,0,2,1,1,0,0,0,0,0.25,0,0,0,0,0,15
3740,2-Aminoethanol hydrochloride,acetamide,0,0.333,0.667,0,0,0,0,0,1,313.2,1.0428,C(CO)[NH3+].[Cl-],CC(=O)N,,-30.60094745,-6.680947448,0,2.333,0,0.009985686,0.395849156,0,0,2,1,1,0,0,0,0,0.333,0,0,0,0,0,15
3741,2-Aminoethanol hydrochloride,acetamide,0,0.333,0.667,0,0,0,0,0,1,323.2,1.0364,C(CO)[NH3+].[Cl-],CC(=O)N,,-30.60094745,-6.680947448,0,2.333,0,0.009985686,0.395849156,0,0,2,1,1,0,0,0,0,0.333,0,0,0,0,0,15
3742,2-Aminoethanol hydrochloride,acetamide,0,0.333,0.667,0,0,0,0,0,1,333.2,1.03,C(CO)[NH3+].[Cl-],CC(=O)N,,-30.60094745,-6.680947448,0,2.333,0,0.009985686,0.395849156,0,0,2,1,1,0,0,0,0,0.333,0,0,0,0,0,15
3743,2-Aminoethanol hydrochloride,acetamide,0,0.333,0.667,0,0,0,0,0,1,343.2,1.0237,C(CO)[NH3+].[Cl-],CC(=O)N,,-30.60094745,-6.680947448,0,2.333,0,0.009985686,0.395849156,0,0,2,1,1,0,0,0,0,0.333,0,0,0,0,0,15
3744,2-Aminoethanol hydrochloride,acetamide,0,0.333,0.667,0,0,0,0,0,1,353.2,1.0173,C(CO)[NH3+].[Cl-],CC(=O)N,,-30.60094745,-6.680947448,0,2.333,0,0.009985686,0.395849156,0,0,2,1,1,0,0,0,0,0.333,0,0,0,0,0,15
3745,2-Aminoethanol hydrochloride,acetamide,0,0.5,0.5,0,0,0,0,0,1,313.2,1.0438,C(CO)[NH3+].[Cl-],CC(=O)N,,-30.60094745,-6.680947448,0,2.5,0,0.008662516,0.355368306,0,0,2,1,1,0,0,0,0,0.5,0,0,0,0,0,15
3746,2-Aminoethanol hydrochloride,acetamide,0,0.5,0.5,0,0,0,0,0,1,323.2,1.0379,C(CO)[NH3+].[Cl-],CC(=O)N,,-30.60094745,-6.680947448,0,2.5,0,0.008662516,0.355368306,0,0,2,1,1,0,0,0,0,0.5,0,0,0,0,0,15
3747,2-Aminoethanol hydrochloride,acetamide,0,0.5,0.5,0,0,0,0,0,1,333.2,1.032,C(CO)[NH3+].[Cl-],CC(=O)N,,-30.60094745,-6.680947448,0,2.5,0,0.008662516,0.355368306,0,0,2,1,1,0,0,0,0,0.5,0,0,0,0,0,15
3748,2-Aminoethanol hydrochloride,acetamide,0,0.5,0.5,0,0,0,0,0,1,343.2,1.0262,C(CO)[NH3+].[Cl-],CC(=O)N,,-30.60094745,-6.680947448,0,2.5,0,0.008662516,0.355368306,0,0,2,1,1,0,0,0,0,0.5,0,0,0,0,0,15
3749,2-Aminoethanol hydrochloride,acetamide,0,0.5,0.5,0,0,0,0,0,1,353.2,1.0204,C(CO)[NH3+].[Cl-],CC(=O)N,,-30.60094745,-6.680947448,0,2.5,0,0.008662516,0.355368306,0,0,2,1,1,0,0,0,0,0.5,0,0,0,0,0,15
3750,Cerium nitrate,urea,water,0.095,0.334,0.571,0,1,0,0,0,298,1.789,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ce+3],C(=O)(N)N,O,43.60343752,7.672444172,2.516458948,2.808,0,0.004345289,0.615842054,0.217048394,0,0.334,0.953,1.76,0,0,0,0,0,0,0,0,0,0,105
3751,"Neodymium nitrate, Nd(NO3)3",urea,water,0.182,0.637,0.181,0,1,0,0,0,298,1.801,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Nd+3],C(=O)(N)N,O,-20.28814596,7.672444172,2.516458948,4.458,0,0.002275063,0.615213672,0.331308961,0,0.637,1.82,2.456,0,0,0,0,0,0,0,0,0,0,219
3752,CHOLINE CHLORIDE,imidazole,ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,293.2,1.1161,C[N+](C)(C)CCO.[Cl-],C1=CN=CN1,C(CO)O,-22.68236862,-6.781421172,-12.66094745,2.125,0.292,0.010209524,0.460446685,0,0,2.667,0.709,1.291,0,0,0,0,0.125,0,0,0,0,0,85
3753,CHOLINE CHLORIDE,imidazole,ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,303.2,1.1095,C[N+](C)(C)CCO.[Cl-],C1=CN=CN1,C(CO)O,-22.68236862,-6.781421172,-12.66094745,2.125,0.292,0.010209524,0.460446685,0,0,2.667,0.709,1.291,0,0,0,0,0.125,0,0,0,0,0,85
3754,CHOLINE CHLORIDE,imidazole,ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,313.2,1.103,C[N+](C)(C)CCO.[Cl-],C1=CN=CN1,C(CO)O,-22.68236862,-6.781421172,-12.66094745,2.125,0.292,0.010209524,0.460446685,0,0,2.667,0.709,1.291,0,0,0,0,0.125,0,0,0,0,0,85
3755,CHOLINE CHLORIDE,imidazole,ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,323.2,1.0964,C[N+](C)(C)CCO.[Cl-],C1=CN=CN1,C(CO)O,-22.68236862,-6.781421172,-12.66094745,2.125,0.292,0.010209524,0.460446685,0,0,2.667,0.709,1.291,0,0,0,0,0.125,0,0,0,0,0,85
3756,CHOLINE CHLORIDE,imidazole,ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,333.2,1.0896,C[N+](C)(C)CCO.[Cl-],C1=CN=CN1,C(CO)O,-22.68236862,-6.781421172,-12.66094745,2.125,0.292,0.010209524,0.460446685,0,0,2.667,0.709,1.291,0,0,0,0,0.125,0,0,0,0,0,85
3757,CHOLINE CHLORIDE,imidazole,ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,343.2,1.0831,C[N+](C)(C)CCO.[Cl-],C1=CN=CN1,C(CO)O,-22.68236862,-6.781421172,-12.66094745,2.125,0.292,0.010209524,0.460446685,0,0,2.667,0.709,1.291,0,0,0,0,0.125,0,0,0,0,0,85
3758,CHOLINE CHLORIDE,imidazole,ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,353.2,1.0765,C[N+](C)(C)CCO.[Cl-],C1=CN=CN1,C(CO)O,-22.68236862,-6.781421172,-12.66094745,2.125,0.292,0.010209524,0.460446685,0,0,2.667,0.709,1.291,0,0,0,0,0.125,0,0,0,0,0,85
3759,CHOLINE CHLORIDE,1H-Tetrazole,ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,293.2,1.1703,C[N+](C)(C)CCO.[Cl-],C1=NNN=N1,C(CO)O,-22.68236862,-21.50401478,-12.66094745,2.709,0.292,0.01039409,0.457780609,0,0,2.083,1.293,1.291,0,0,0,0,0.125,0,0,0,0,0,45
3760,CHOLINE CHLORIDE,1H-Tetrazole,ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,303.2,1.1635,C[N+](C)(C)CCO.[Cl-],C1=NNN=N1,C(CO)O,-22.68236862,-21.50401478,-12.66094745,2.709,0.292,0.01039409,0.457780609,0,0,2.083,1.293,1.291,0,0,0,0,0.125,0,0,0,0,0,45
3761,CHOLINE CHLORIDE,1H-Tetrazole,ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,313.2,1.1567,C[N+](C)(C)CCO.[Cl-],C1=NNN=N1,C(CO)O,-22.68236862,-21.50401478,-12.66094745,2.709,0.292,0.01039409,0.457780609,0,0,2.083,1.293,1.291,0,0,0,0,0.125,0,0,0,0,0,45
3762,CHOLINE CHLORIDE,1H-Tetrazole,ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,323.2,1.1498,C[N+](C)(C)CCO.[Cl-],C1=NNN=N1,C(CO)O,-22.68236862,-21.50401478,-12.66094745,2.709,0.292,0.01039409,0.457780609,0,0,2.083,1.293,1.291,0,0,0,0,0.125,0,0,0,0,0,45
3763,CHOLINE CHLORIDE,1H-Tetrazole,ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,333.2,1.1429,C[N+](C)(C)CCO.[Cl-],C1=NNN=N1,C(CO)O,-22.68236862,-21.50401478,-12.66094745,2.709,0.292,0.01039409,0.457780609,0,0,2.083,1.293,1.291,0,0,0,0,0.125,0,0,0,0,0,45
3764,CHOLINE CHLORIDE,1H-Tetrazole,ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,343.2,1.1361,C[N+](C)(C)CCO.[Cl-],C1=NNN=N1,C(CO)O,-22.68236862,-21.50401478,-12.66094745,2.709,0.292,0.01039409,0.457780609,0,0,2.083,1.293,1.291,0,0,0,0,0.125,0,0,0,0,0,45
3765,CHOLINE CHLORIDE,1H-Tetrazole,ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,353.2,1.1292,C[N+](C)(C)CCO.[Cl-],C1=NNN=N1,C(CO)O,-22.68236862,-21.50401478,-12.66094745,2.709,0.292,0.01039409,0.457780609,0,0,2.083,1.293,1.291,0,0,0,0,0.125,0,0,0,0,0,45
3766,CHOLINE CHLORIDE,"1H-1,2,3-Triazole",ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,293.2,1.1463,C[N+](C)(C)CCO.[Cl-],C1=NNN=C1,C(CO)O,-22.68236862,-21.38094745,-12.66094745,2.417,0.292,0.010344593,0.457697299,0,0,2.375,1.001,1.291,0,0,0,0,0.125,0,0,0,0,0,44
3767,CHOLINE CHLORIDE,"1H-1,2,3-Triazole",ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,303.2,1.1398,C[N+](C)(C)CCO.[Cl-],C1=NNN=C1,C(CO)O,-22.68236862,-21.38094745,-12.66094745,2.417,0.292,0.010344593,0.457697299,0,0,2.375,1.001,1.291,0,0,0,0,0.125,0,0,0,0,0,44
3768,CHOLINE CHLORIDE,"1H-1,2,3-Triazole",ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,313.2,1.1331,C[N+](C)(C)CCO.[Cl-],C1=NNN=C1,C(CO)O,-22.68236862,-21.38094745,-12.66094745,2.417,0.292,0.010344593,0.457697299,0,0,2.375,1.001,1.291,0,0,0,0,0.125,0,0,0,0,0,44
3769,CHOLINE CHLORIDE,"1H-1,2,3-Triazole",ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,323.2,1.1265,C[N+](C)(C)CCO.[Cl-],C1=NNN=C1,C(CO)O,-22.68236862,-21.38094745,-12.66094745,2.417,0.292,0.010344593,0.457697299,0,0,2.375,1.001,1.291,0,0,0,0,0.125,0,0,0,0,0,44
3770,CHOLINE CHLORIDE,"1H-1,2,3-Triazole",ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,333.2,1.119,C[N+](C)(C)CCO.[Cl-],C1=NNN=C1,C(CO)O,-22.68236862,-21.38094745,-12.66094745,2.417,0.292,0.010344593,0.457697299,0,0,2.375,1.001,1.291,0,0,0,0,0.125,0,0,0,0,0,44
3771,CHOLINE CHLORIDE,"1H-1,2,3-Triazole",ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,343.2,1.1133,C[N+](C)(C)CCO.[Cl-],C1=NNN=C1,C(CO)O,-22.68236862,-21.38094745,-12.66094745,2.417,0.292,0.010344593,0.457697299,0,0,2.375,1.001,1.291,0,0,0,0,0.125,0,0,0,0,0,44
3772,CHOLINE CHLORIDE,"1H-1,2,3-Triazole",ETHYLENE GLYCOL,0.125,0.292,0.583,0,0,1,0,1,353.2,1.1066,C[N+](C)(C)CCO.[Cl-],C1=NNN=C1,C(CO)O,-22.68236862,-21.38094745,-12.66094745,2.417,0.292,0.010344593,0.457697299,0,0,2.375,1.001,1.291,0,0,0,0,0.125,0,0,0,0,0,44
3773,CHOLINE CHLORIDE,oxalic acid,ETHYLENE GLYCOL,0.167,0.167,0.667,0,0,1,0,1,298.15,1.18,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,C(CO)O,-22.68236862,-0.700947448,-12.66094745,2.503,0,0.008688683,0.434512816,0,0,2.503,0.167,2.169,0,0,0,0,0.167,0,0,0,0,0,95
3774,CHOLINE CHLORIDE,oxalic acid,ETHYLENE GLYCOL,0.2,0.2,0.6,0,0,1,0,1,298.15,1.18,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,C(CO)O,-22.68236862,-0.700947448,-12.66094745,2.6,0,0.007700078,0.435132027,0,0,2.6,0.2,2.2,0,0,0,0,0.2,0,0,0,0,0,95
3775,CHOLINE CHLORIDE,oxalic acid,ETHYLENE GLYCOL,0.25,0.25,0.5,0,0,1,0,1,298.15,1.2,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,C(CO)O,-22.68236862,-0.700947448,-12.66094745,2.75,0,0.006565101,0.435842093,0,0,2.75,0.25,2.25,0,0,0,0,0.25,0,0,0,0,0,95
3776,CHOLINE CHLORIDE,oxalic acid,ETHYLENE GLYCOL,0.333,0.333,0.333,0,0,1,0,1,298.15,1.22,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,C(CO)O,-22.68236862,-0.700947448,-12.66094745,2.997,0,0.005275534,0.436659279,0,0,2.997,0.333,2.331,0,0,0,0,0.333,0,0,0,0,0,95
3777,CHOLINE CHLORIDE,urea,glycerol,0.333,0.167,0.5,0,0,1,0,1,298.15,1.1945,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C(CO)O)O,-22.68236862,7.672444172,-16.00142117,3,0,0.004418233,0.507613743,0,0,3.332,0.667,2,0,0,0,0,0.333,0,0,0,0,0,103
3778,CHOLINE CHLORIDE,urea,glycerol,0.333,0.333,0.333,0,0,1,0,1,298.15,1.1957,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C(CO)O)O,-22.68236862,7.672444172,-16.00142117,2.997,0,0.004722179,0.493969075,0,0,2.997,0.999,1.665,0,0,0,0,0.333,0,0,0,0,0,103
3779,CHOLINE CHLORIDE,urea,glycerol,0.333,0.5,0.167,0,0,1,0,1,298.15,1.197,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C(CO)O)O,-22.68236862,7.672444172,-16.00142117,3,0,0.005067792,0.479138716,0,0,2.666,1.333,1.334,0,0,0,0,0.333,0,0,0,0,0,103
3780,CHOLINE CHLORIDE,urea,L-arginine,0.313,0.625,0.062,0,0,1,0,1,298.15,1.2159,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.186,0,0.005245912,0.43431381,0,0,2.562,1.811,1.062,0,0,0,0,0.313,0,0,0,0,0,102
3781,CHOLINE CHLORIDE,urea,L-arginine,0.313,0.625,0.062,0,0,1,0,1,303.15,1.2133,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.186,0,0.005245912,0.43431381,0,0,2.562,1.811,1.062,0,0,0,0,0.313,0,0,0,0,0,102
3782,CHOLINE CHLORIDE,urea,L-arginine,0.313,0.625,0.062,0,0,1,0,1,308.15,1.2107,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.186,0,0.005245912,0.43431381,0,0,2.562,1.811,1.062,0,0,0,0,0.313,0,0,0,0,0,102
3783,CHOLINE CHLORIDE,urea,L-arginine,0.313,0.625,0.062,0,0,1,0,1,313.15,1.208,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.186,0,0.005245912,0.43431381,0,0,2.562,1.811,1.062,0,0,0,0,0.313,0,0,0,0,0,102
3784,CHOLINE CHLORIDE,urea,L-arginine,0.313,0.625,0.062,0,0,1,0,1,318.15,1.2054,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.186,0,0.005245912,0.43431381,0,0,2.562,1.811,1.062,0,0,0,0,0.313,0,0,0,0,0,102
3785,CHOLINE CHLORIDE,urea,L-arginine,0.313,0.625,0.062,0,0,1,0,1,323.15,1.2028,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.186,0,0.005245912,0.43431381,0,0,2.562,1.811,1.062,0,0,0,0,0.313,0,0,0,0,0,102
3786,CHOLINE CHLORIDE,urea,L-arginine,0.313,0.625,0.062,0,0,1,0,1,328.15,1.2002,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.186,0,0.005245912,0.43431381,0,0,2.562,1.811,1.062,0,0,0,0,0.313,0,0,0,0,0,102
3787,CHOLINE CHLORIDE,urea,L-arginine,0.313,0.625,0.062,0,0,1,0,1,333.15,1.1975,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.186,0,0.005245912,0.43431381,0,0,2.562,1.811,1.062,0,0,0,0,0.313,0,0,0,0,0,102
3788,CHOLINE CHLORIDE,urea,L-arginine,0.313,0.625,0.062,0,0,1,0,1,338.15,1.1949,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.186,0,0.005245912,0.43431381,0,0,2.562,1.811,1.062,0,0,0,0,0.313,0,0,0,0,0,102
3789,CHOLINE CHLORIDE,urea,L-arginine,0.313,0.625,0.062,0,0,1,0,1,343.15,1.1923,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.186,0,0.005245912,0.43431381,0,0,2.562,1.811,1.062,0,0,0,0,0.313,0,0,0,0,0,102
3790,CHOLINE CHLORIDE,urea,L-arginine,0.313,0.625,0.062,0,0,1,0,1,348.15,1.1897,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.186,0,0.005245912,0.43431381,0,0,2.562,1.811,1.062,0,0,0,0,0.313,0,0,0,0,0,102
3791,CHOLINE CHLORIDE,urea,L-arginine,0.313,0.625,0.062,0,0,1,0,1,353.15,1.1871,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.186,0,0.005245912,0.43431381,0,0,2.562,1.811,1.062,0,0,0,0,0.313,0,0,0,0,0,102
3792,CHOLINE CHLORIDE,urea,L-arginine,0.317,0.635,0.048,0,0,1,0,1,298.15,1.2113,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.144,0,0.005302767,0.440144257,0,0,2.508,1.779,1.048,0,0,0,0,0.317,0,0,0,0,0,102
3793,CHOLINE CHLORIDE,urea,L-arginine,0.317,0.635,0.048,0,0,1,0,1,303.15,1.2087,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.144,0,0.005302767,0.440144257,0,0,2.508,1.779,1.048,0,0,0,0,0.317,0,0,0,0,0,102
3794,CHOLINE CHLORIDE,urea,L-arginine,0.317,0.635,0.048,0,0,1,0,1,308.15,1.206,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.144,0,0.005302767,0.440144257,0,0,2.508,1.779,1.048,0,0,0,0,0.317,0,0,0,0,0,102
3795,CHOLINE CHLORIDE,urea,L-arginine,0.317,0.635,0.048,0,0,1,0,1,313.15,1.2033,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.144,0,0.005302767,0.440144257,0,0,2.508,1.779,1.048,0,0,0,0,0.317,0,0,0,0,0,102
3796,CHOLINE CHLORIDE,urea,L-arginine,0.317,0.635,0.048,0,0,1,0,1,318.15,1.2007,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.144,0,0.005302767,0.440144257,0,0,2.508,1.779,1.048,0,0,0,0,0.317,0,0,0,0,0,102
3797,CHOLINE CHLORIDE,urea,L-arginine,0.317,0.635,0.048,0,0,1,0,1,323.15,1.1981,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.144,0,0.005302767,0.440144257,0,0,2.508,1.779,1.048,0,0,0,0,0.317,0,0,0,0,0,102
3798,CHOLINE CHLORIDE,urea,L-arginine,0.317,0.635,0.048,0,0,1,0,1,328.15,1.1955,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.144,0,0.005302767,0.440144257,0,0,2.508,1.779,1.048,0,0,0,0,0.317,0,0,0,0,0,102
3799,CHOLINE CHLORIDE,urea,L-arginine,0.317,0.635,0.048,0,0,1,0,1,333.15,1.1929,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.144,0,0.005302767,0.440144257,0,0,2.508,1.779,1.048,0,0,0,0,0.317,0,0,0,0,0,102
3800,CHOLINE CHLORIDE,urea,L-arginine,0.317,0.635,0.048,0,0,1,0,1,338.15,1.1903,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,C(C[C@@H](C(=O)O)N)CN=C(N)N,-22.68236862,7.672444172,-26.02284234,3.144,0,0.005302767,0.440144257,0,0,2.508,1.779,1.048,0,0,0,0,0.317,0,0,0,0,0,102
